行星	月亮	0.32820368
日记	文章	0.34805292
食物	水果	0.57590127
俗	美	0.00034224987
会员卡	会员	0.36640102
欧洲	南美洲	0.660846
风景	山水	0.44955218
文体	骚体	0.3246358
没劲	兴致勃勃	oov
新浪	腾讯	0.65305907
服装	裙子	0.49923846
凉快	炎热	0.5659839
歌舞	迪斯科	0.2955765
小学生	大中学生	0.18238091
汽车	越野车	0.4980391
团购	购买	0.26633406
平台	环境	0.35087353
研讨	争论	0.3464572
演说	说话	0.29711568
虚拟	编造	0.09385147
高风险	风险	0.53244555
感动	热泪盈眶	0.3465002
底薪	工资	0.563141
扶持	提携	0.51733243
有效	有用	0.47158745
圆满	大功告成	0.32360935
邀请	诚邀	0.373316
破烂	破烂不堪	0.5002469
信誉	信用	0.39020792
孤单	寂寞	0.60891217
会见	会晤	0.7465196
背地里	背后	0.23901168
实质	本质	0.5855562
枯萎	凋零	0.6146285
互联网	因特网	0.688555
课程表	课表	0.34455702
洁癖	网瘾	0.3239665
讲座	座位	0.02019766
粗鲁	文盲	0.19289324
女士	白骨精	0.088994585
电话	设备	0.3868158
欢迎	迎宾	0.06151174
气温	高温	0.5851404
成功	失意	0.19882566
积极	消极	0.53965735
君子	小人	0.4562522
认真	马虎	0.26056513
北大	清华	0.56830627
国王	女王	0.58677703
商业	工业	0.5109229
闺房	卧室	0.2921416
削减	裁员	0.49258032
检验	查	0.096481435
席位	位置	0.29721117
奖励	记功	0.14409779
麻利	灵活	-0.027480306
随意	随便	0.63707066
奋斗	努力	0.5565388
高兴	兴奋	0.59418
猜忌	多疑	0.57699937
轻蔑	藐视	0.4873631
服气	口服心服	oov
入场券	门票	0.65991515
生物钟	地球仪	0.06500386
年级	成绩	0.30700302
矩阵	数据	0.4295351
杯子	饮料	0.40186483
杯子	实体	0.20603241
困倦	生病	0.23027658
政敌	情敌	0.41492906
灾区	地震	0.3648445
生日	蛋糕	0.2725696
泡沫	肥皂	0.41775972
电影	导演	0.52792996
学生	老师	0.46275416
自动	手动	0.66510564
大学	中专	0.3996511
交易	交换	0.43235224
快乐	欣喜若狂	0.232654
邪念	非分之想	0.3292796
平静	心平气和	0.31796637
任命	委以重任	0.47470418
瞎扯	编造	-0.0012420285
相信	信赖	0.39491326
支部	面部	-0.15142529
正义	人民	0.3228175
转基因	大豆	0.6230353
白宫	宿舍	0.19893333
解释	分解	0.37210405
自卑感	历史感	0.37096837
距离	速度	0.42627543
投资者	收入	0.31038314
网络	硬件	0.52692026
责任	保险	0.32865694
比赛	胜利	0.26966462
亲近感	荣誉感	0.2746768
壁橱	衣服	0.2246049
无用功	效率	-0.040921636
课程	学校	0.41865155
学者	学习	0.26068467
超市	食品	0.5051862
家属	丈夫	0.38160163
国企	私企	0.3986474
勾画	描摹	0.37336236
想法	主意	0.5478989
美	靓	0.052362368
牢固	坚不可摧	0.39498612
凌乱	乱七八糟	0.50641537
工作	干活儿	oov
恭贺	恭喜	0.5841575
拍马屁	谄谀	0.40403935
PC	计算机	oov
行	可以	0.12575528
死党	共和党	0.12776941
歌剧	工业	0.08769709
轻浮	轻松	0.28228462
职业	教育	0.252838
物理	质子	0.4369592
网球	球拍	0.3308515
缓慢	飞快	0.516412
人民币	美元	0.6210382
青年	中青年	0.3780849
境界	意境	0.4357788
跋扈	骄横	0.8344155
弘扬	发扬	0.7605245
恶劣	坏	0.25554344
更加	愈发	0.65917075
优秀	出众	0.58827233
计算机	新闻	0.28978425
期刊	协会	0.2781195
纸老虎	狮子	0.23926382
冷静	荒凉	0.2550176
乡村	故事	0.14190269
出路	山路	2.6762951e-05
能源	危机	0.24641763
房价	面积	0.3681605
龙头	老大	0.33373624
安排	部署	0.31245312
文明	吸烟者	0.12504074
普及	担当	0.08617236
困难	自怨自艾	-0.04376389
造型	照片	0.31086606
抠门儿	小气	oov
假货	赝品	0.45002842
拖后腿	拉后腿	oov
天下	气候	0.0038734116
轻	善	0.07707247
日程	季度	0.2604217
宇宙	蚂蚁	0.25150144
面包店	绿豆粥	-0.051864892
结盟	无理取闹	-0.0069644116
免税店	飞机	0.0012550075
逃课	创业	0.050828848
态度	秋波	-0.058673464
但	但是	0.92586106
赢	胜	0.31249076
调查	努力	0.19369149
玻璃	魔术师	0.13172533
干扰	上网	0.22850555
课堂	美食	0.14573514
情节	黄色	0.14775115
计算机	电脑	0.7294159
讲价	打架	0.12415543
教授	黄瓜	0.0037220754
控制	恐高	-0.16306219
阻力	天花板	0.24973997
WTO	世界贸易组织	oov
紫禁城	故宫	0.4548419
算盘	计算机	0.20483473
